train_stop_id,trip_id,stop_sequence,stop_id,arrival_time,departure_time,no_exit,no_entry,border_control,_c9,_c10,_c11,_c12,_c13,_c14,_c15,_c16,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25
MÁV IC 1204:1,MÁV IC 1204,1.0,Budapest Kelenföld,,2026-02-27 19:10:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1204:2,MÁV IC 1204,2.0,Székesfehérvár,,2026-02-27 19:51:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1204:3,MÁV IC 1204,3.0,Siófok,,2026-02-27 20:30:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1204:4,MÁV IC 1204,4.0,Nagykanizsa,,2026-02-27 21:54:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1204:5,MÁV IC 1204,5.0,Zagreb Gl. K.,2026-02-27 00:20:00,2026-02-27 00:37:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1204:6,MÁV IC 1204,6.0,Karlovac,2026-02-27 01:15:00,2026-02-27 01:16:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1204:7,MÁV IC 1204,7.0,Knin,2026-02-27 06:23:00,,,,,,,,,,,,,,,,,,,,,
MÁV IC 1204:99,MÁV IC 1204,99.0,Split,2026-02-27 08:56:00,,,,,,,,,,,,,,,,,,,,,
MÁV IC 1205:0,MÁV IC 1205,0.0,Split,,2026-02-27 18:28:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1205:1,MÁV IC 1205,1.0,Knin,,2026-02-27 20:50:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1205:2,MÁV IC 1205,2.0,Karlovac,2026-02-27 02:04:00,2026-02-27 02:05:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1205:3,MÁV IC 1205,3.0,Zagreb Gl. K.,2026-02-27 02:43:00,2026-02-27 03:20:00,,,,,,,,,,,,,,,,,,,,
MÁV IC 1205:4,MÁV IC 1205,4.0,Nagykanizsa,2026-02-27 06:00:00,,,,,,,,,,,,,,,,,,,,,
MÁV IC 1205:5,MÁV IC 1205,5.0,Siófok,2026-02-27 07:28:00,,,,,,,,,,,,,,,,,,,,,
MÁV IC 1205:6,MÁV IC 1205,6.0,Székesfehérvár,2026-02-27 08:12:00,,,,,,,,,,,,,,,,,,,,,
MÁV IC 1205:7,MÁV IC 1205,7.0,Budapest Kelenföld,2026-02-27 08:56:00,,,,,,,,,,,,,,,,,,,,,
MÁV IC 1205:99,MÁV IC 1205,99.0,Budapest Keleti,2026-02-27 09:12:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:0,MÁV/ÖBB EN 40462,0.0,Budapest Keleti,,2026-02-27 20:40:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:1,MÁV/ÖBB EN 40462,1.0,Budapest Kelenföld,,2026-02-27 20:55:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:2,MÁV/ÖBB EN 40462,2.0,Győr,,2026-02-27 22:02:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:3,MÁV/ÖBB EN 40462,3.0,Wien Hbf,,2026-02-27 23:28:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:4,MÁV/ÖBB EN 40462,4.0,Wien Meidling,,2026-02-27 23:35:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:5,MÁV/ÖBB EN 40462,5.0,St. Pölten Hbf,,2026-02-27 00:01:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:6,MÁV/ÖBB EN 40462,6.0,Linz Hbf,,2026-02-27 00:59:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:7,MÁV/ÖBB EN 40462,7.0,Bludenz,2026-02-27 06:20:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:8,MÁV/ÖBB EN 40462,8.0,Feldkirch,2026-02-27 06:37:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:9,MÁV/ÖBB EN 40462,9.0,Buchs (SG),2026-02-27 06:56:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40462:99,MÁV/ÖBB EN 40462,99.0,Zürich HB,2026-02-27 08:20:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:0,MÁV/ÖBB EN 40467,0.0,Zürich HB,,2026-02-27 20:40:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:1,MÁV/ÖBB EN 40467,1.0,Buchs (SG),,2026-02-27 23:05:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:2,MÁV/ÖBB EN 40467,2.0,Feldkirch,,2026-02-27 23:24:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:3,MÁV/ÖBB EN 40467,3.0,Bludenz,,2026-02-27 23:40:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:4,MÁV/ÖBB EN 40467,4.0,Linz Hbf,2026-02-27 04:48:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:5,MÁV/ÖBB EN 40467,5.0,St. Pölten Hbf,2026-02-27 05:58:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:6,MÁV/ÖBB EN 40467,6.0,Wien Meidling,2026-02-27 06:26:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:7,MÁV/ÖBB EN 40467,7.0,Wien Hbf,2026-02-27 06:34:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:8,MÁV/ÖBB EN 40467,8.0,Győr,2026-02-27 07:53:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:9,MÁV/ÖBB EN 40467,9.0,Budapest Kelenföld,2026-02-27 09:02:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 40467:99,MÁV/ÖBB EN 40467,99.0,Budapest Keleti,2026-02-27 09:19:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:0,MÁV/ÖBB EN 50237,0.0,Budapest Keleti,,2026-02-27 20:40:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:1,MÁV/ÖBB EN 50237,1.0,Budapest Kelenföld,,2026-02-27 20:55:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:2,MÁV/ÖBB EN 50237,2.0,Győr,,2026-02-27 22:02:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:3,MÁV/ÖBB EN 50237,3.0,Wien Hbf,,2026-02-27 23:28:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:4,MÁV/ÖBB EN 50237,4.0,Wien Meidling,,2026-02-27 23:35:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:5,MÁV/ÖBB EN 50237,5.0,St. Pölten Hbf,,2026-02-27 00:01:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:6,MÁV/ÖBB EN 50237,6.0,Linz Hbf,,2026-02-27 00:59:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:7,MÁV/ÖBB EN 50237,7.0,Rosenheim,2026-02-27 05:17:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:8,MÁV/ÖBB EN 50237,8.0,München Ost,2026-02-27 05:50:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:9,MÁV/ÖBB EN 50237,9.0,Augsburg Hbf,2026-02-27 06:45:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:10,MÁV/ÖBB EN 50237,10.0,Ulm Hbf,2026-02-27 07:36:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50237:99,MÁV/ÖBB EN 50237,99.0,Stuttgart Hbf,2026-02-27 08:38:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:0,MÁV/ÖBB EN 50462,0.0,Stuttgart Hbf,,2026-02-27 20:29:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:1,MÁV/ÖBB EN 50462,1.0,Ulm Hbf,,2026-02-27 21:53:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:2,MÁV/ÖBB EN 50462,2.0,Augsburg Hbf,,2026-02-27 23:02:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:3,MÁV/ÖBB EN 50462,3.0,München Ost,,2026-02-27 23:54:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:4,MÁV/ÖBB EN 50462,4.0,Salzburg Hbf,2026-02-27 01:28:00,2026-02-27 02:30:00,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:5,MÁV/ÖBB EN 50462,5.0,Linz Hbf,2026-02-27 04:48:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:6,MÁV/ÖBB EN 50462,6.0,St. Pölten Hbf,2026-02-27 05:58:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:7,MÁV/ÖBB EN 50462,7.0,Wien Meidling,2026-02-27 06:26:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:8,MÁV/ÖBB EN 50462,8.0,Wien Hbf,2026-02-27 06:34:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:9,MÁV/ÖBB EN 50462,9.0,Győr,2026-02-27 07:53:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:10,MÁV/ÖBB EN 50462,10.0,Budapest Kelenföld,2026-02-27 09:02:00,,,,,,,,,,,,,,,,,,,,,
MÁV/ÖBB EN 50462:99,MÁV/ÖBB EN 50462,99.0,Budapest Keleti,2026-02-27 09:19:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40294:0,ÖBB NJ 40294,0.0,Roma Tiburtina,,2026-02-27 18:10:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40294:1,ÖBB NJ 40294,1.0,Firenze Campo di Marte,,2026-02-27 21:48:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40294:2,ÖBB NJ 40294,2.0,Bologna Centrale,,2026-02-27 22:54:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40294:3,ÖBB NJ 40294,3.0,Villach Hbf,,2026-02-27 04:17:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40294:4,ÖBB NJ 40294,4.0,Klagenfurt Hbf,,2026-02-27 04:40:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40294:99,ÖBB NJ 40294,99.0,Wien Hbf,2026-02-27 08:52:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 294:0,ÖBB NJ 294,0.0,Roma Tiburtina,,2026-02-27 18:10:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 294:1,ÖBB NJ 294,1.0,Firenze Campo di Marte,,2026-02-27 21:48:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 294:2,ÖBB NJ 294,2.0,Bologna Centrale,,2026-02-27 22:54:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 294:3,ÖBB NJ 294,3.0,Villach Hbf,,2026-02-27 04:26:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 294:4,ÖBB NJ 294,4.0,Salzburg Hbf,2026-02-27 06:49:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 294:5,ÖBB NJ 294,5.0,Rosenheim,2026-02-27 08:34:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 294:99,ÖBB NJ 294,99.0,München Hbf,2026-02-27 09:22:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 236:0,ÖBB NJ 236,0.0,Venezia Santa Lucia,,2026-02-27 21:05:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 236:1,ÖBB NJ 236,1.0,Udine,2026-02-27 22:45:00,2026-02-27 22:47:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 236:2,ÖBB NJ 236,2.0,Villach Hbf,2026-02-27 00:27:00,2026-02-27 00:45:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 236:3,ÖBB NJ 236,3.0,Salzburg Hbf,2026-02-27 03:00:00,2026-02-27 04:05:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 236:4,ÖBB NJ 236,4.0,München Ost,2026-02-27 05:50:00,2026-02-27 05:52:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 236:5,ÖBB NJ 236,5.0,Augsburg Hbf,2026-02-27 06:45:00,2026-02-27 07:03:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 236:6,ÖBB NJ 236,6.0,Ulm Hbf,2026-02-27 08:22:00,2026-02-27 08:24:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 236:99,ÖBB NJ 236,99.0,Stuttgart Hbf,2026-02-27 09:26:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 237:0,ÖBB NJ 237,0.0,Stuttgart Hbf,,2026-02-27 20:01:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 237:1,ÖBB NJ 237,1.0,Ulm Hbf,2026-02-27 21:25:00,2026-02-27 21:28:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 237:2,ÖBB NJ 237,2.0,Augsburg Hbf,2026-02-27 22:56:00,2026-02-27 22:58:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 237:3,ÖBB NJ 237,3.0,München Ost,2026-02-27 23:42:00,2026-02-27 23:54:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 237:4,ÖBB NJ 237,4.0,Salzburg Hbf,2026-02-27 01:28:00,2026-02-27 02:14:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 237:5,ÖBB NJ 237,5.0,Villach Hbf,2026-02-27 04:26:00,2026-02-27 05:00:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 237:6,ÖBB NJ 237,6.0,Udine,2026-02-27 06:23:00,2026-02-27 06:25:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 237:99,ÖBB NJ 237,99.0,Venezia Santa Lucia,2026-02-27 08:34:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 295:0,ÖBB NJ 295,0.0,München Hbf,,2026-02-27 20:10:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 295:1,ÖBB NJ 295,1.0,Rosenheim,2026-02-27 20:48:00,2026-02-27 20:50:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 295:2,ÖBB NJ 295,2.0,Salzburg Hbf,2026-02-27 21:52:00,2026-02-27 22:02:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 295:3,ÖBB NJ 295,3.0,Villach Hbf,2026-02-27 00:19:00,2026-02-27 00:55:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 295:4,ÖBB NJ 295,4.0,Bologna Centrale,2026-02-27 05:15:00,2026-02-27 05:20:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 295:5,ÖBB NJ 295,5.0,Firenze S. M. N.,2026-02-27 06:18:00,2026-02-27 06:36:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 295:99,ÖBB NJ 295,99.0,Roma Termini,2026-02-27 09:10:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:0,ÖBB NJ 402,0.0,Zürich HB,,2026-02-27 21:34:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:1,ÖBB NJ 402,1.0,Basel SBB,2026-02-27 22:28:00,2026-02-27 23:13:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:2,ÖBB NJ 402,2.0,Basel Bad Bf,,2026-02-27 23:23:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:3,ÖBB NJ 402,3.0,Freiburg (Breisgau) Hbf,,2026-02-27 00:05:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:4,ÖBB NJ 402,4.0,Offenburg,,2026-02-27 00:41:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:5,ÖBB NJ 402,5.0,Bonn-Beuel,2026-02-27 05:28:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:6,ÖBB NJ 402,6.0,Köln Hbf,2026-02-27 05:57:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:7,ÖBB NJ 402,7.0,Eindhoven Centraal,2026-02-27 08:18:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:8,ÖBB NJ 402,8.0,Utrecht Centraal,2026-02-27 09:13:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 402:99,ÖBB NJ 402,99.0,Amsterdam Centraal,2026-02-27 09:44:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40233:0,ÖBB NJ 40233,0.0,Wien Hbf,,2026-02-27 19:18:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40233:1,ÖBB NJ 40233,1.0,Wiener Neustadt Hbf,,2026-02-27 20:02:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40233:2,ÖBB NJ 40233,2.0,Bruck an der Mur,,2026-02-27 21:26:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40233:3,ÖBB NJ 40233,3.0,Klagenfurt Hbf,,2026-02-27 23:38:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40233:4,ÖBB NJ 40233,4.0,Villach Hbf,2026-02-27 00:01:00,2026-02-27 01:01:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40233:5,ÖBB NJ 40233,5.0,Bologna Centrale,2026-02-27 05:38:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40233:6,ÖBB NJ 40233,6.0,Firenze S. M. N.,2026-02-27 06:48:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40233:99,ÖBB NJ 40233,99.0,Roma Tiburtina,2026-02-27 10:05:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40235:66,ÖBB NJ 40235,66.0,La Spezia Centrale,,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40235:66,ÖBB NJ 40235,66.0,Levanto,2026-02-27 17:34:00,2026-02-27 17:36:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40235:66,ÖBB NJ 40235,66.0,Genova Piazza Principe,2026-02-27 19:35:00,2026-02-27 19:50:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40236:0,ÖBB NJ 40236,0.0,Venezia Santa Lucia,,2026-02-27 21:05:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40236:1,ÖBB NJ 40236,1.0,Treviso Centrale,,2026-02-27 21:40:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40236:2,ÖBB NJ 40236,2.0,Udine,,2026-02-27 22:47:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40236:3,ÖBB NJ 40236,3.0,Villach Hbf,,2026-02-27 00:45:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40236:4,ÖBB NJ 40236,4.0,Salzburg Hbf,2026-02-27 03:00:00,2026-02-27 04:32:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40236:5,ÖBB NJ 40236,5.0,Linz Hbf,2026-02-27 06:20:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40236:99,ÖBB NJ 40236,99.0,Wien Hbf,2026-02-27 08:17:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40295:66,ÖBB NJ 40295,66.0,Genova Piazza Principe,2026-02-27 09:38:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40295:66,ÖBB NJ 40295,66.0,Levanto,2026-02-27 10:45:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40295:66,ÖBB NJ 40295,66.0,La Spezia Centrale,2026-02-27 11:10:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:0,ÖBB NJ 403,0.0,Amsterdam Centraal,,2026-02-27 20:15:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:1,ÖBB NJ 403,1.0,Utrecht Centraal,,2026-02-27 20:47:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:2,ÖBB NJ 403,2.0,Eindhoven Centraal,,2026-02-27 21:46:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:3,ÖBB NJ 403,3.0,Köln Hbf,,2026-02-27 23:42:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:4,ÖBB NJ 403,4.0,Bonn-Beuel,,2026-02-27 00:04:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:5,ÖBB NJ 403,5.0,Offenburg,2026-02-27 04:50:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:6,ÖBB NJ 403,6.0,Freiburg (Breisgau) Hbf,2026-02-27 05:26:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:7,ÖBB NJ 403,7.0,Basel Bad Bf,2026-02-27 06:10:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:8,ÖBB NJ 403,8.0,Basel SBB,2026-02-27 06:20:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 403:99,ÖBB NJ 403,99.0,Zürich HB,2026-02-27 08:05:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:0,ÖBB NJ 40420,0.0,Innsbruck Hbf,,2026-02-27 20:46:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:1,ÖBB NJ 40420,1.0,Jenbach,2026-02-27 21:04:00,2026-02-27 21:06:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:2,ÖBB NJ 40420,2.0,Wörgl Hbf,2026-02-27 21:21:00,2026-02-27 21:23:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:3,ÖBB NJ 40420,3.0,Kufstein,2026-02-27 21:32:00,2026-02-27 21:35:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:4,ÖBB NJ 40420,4.0,Rosenheim,2026-02-27 21:56:00,2026-02-27 21:59:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:5,ÖBB NJ 40420,5.0,München Hbf,2026-02-27 22:36:00,2026-02-27 22:52:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:6,ÖBB NJ 40420,6.0,Augsburg Hbf,2026-02-27 23:23:00,2026-02-27 23:25:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:7,ÖBB NJ 40420,7.0,Nürnberg Hbf,2026-02-27 00:53:00,2026-02-27 01:42:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:8,ÖBB NJ 40420,8.0,Kassel-Wilhelmshöhe,2026-02-27 05:42:00,2026-02-27 05:44:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:9,ÖBB NJ 40420,9.0,Göttingen,2026-02-27 06:05:00,2026-02-27 06:09:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:10,ÖBB NJ 40420,10.0,Hannover Hbf,2026-02-27 06:50:00,2026-02-27 07:05:00,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:11,ÖBB NJ 40420,11.0,Hamburg Harburg,2026-02-27 08:30:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:12,ÖBB NJ 40420,12.0,Hamburg Hbf,2026-02-27 08:47:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40420:99,ÖBB NJ 40420,99.0,Hamburg Altona,2026-02-27 09:06:00,,,,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:0,ÖBB NJ 40421,0.0,Amsterdam Centraal,,2026-02-27 18:28:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:1,ÖBB NJ 40421,1.0,Amersfoort Centraal,2026-02-27 19:01:00,2026-02-27 19:04:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:2,ÖBB NJ 40421,2.0,Deventer,2026-02-27 19:38:00,2026-02-27 19:40:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:3,ÖBB NJ 40421,3.0,Hannover Hbf,2026-02-27 22:47:00,2026-02-27 22:50:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:4,ÖBB NJ 40421,4.0,Kassel-Wilhelmshöhe,2026-02-27 00:00:00,2026-02-27 00:02:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:5,ÖBB NJ 40421,5.0,Würzburg Hbf,2026-02-27 02:26:00,2026-02-27 02:29:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:6,ÖBB NJ 40421,6.0,Nürnberg Hbf,2026-02-27 03:28:00,2026-02-27 04:08:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:7,ÖBB NJ 40421,7.0,Regensburg Hbf,2026-02-27 05:07:00,2026-02-27 05:09:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:8,ÖBB NJ 40421,8.0,Passau Hbf,2026-02-27 06:13:00,2026-02-27 06:15:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:9,ÖBB NJ 40421,9.0,Wels Hbf,2026-02-27 07:14:00,2026-02-27 07:23:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:10,ÖBB NJ 40421,10.0,Linz Hbf,2026-02-27 07:43:00,2026-02-27 07:47:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:11,ÖBB NJ 40421,11.0,St. Pölten Hbf,2026-02-27 08:38:00,2026-02-27 08:40:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:12,ÖBB NJ 40421,12.0,Wien Meidling,2026-02-27 09:08:00,2026-02-27 09:11:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40421:99,ÖBB NJ 40421,99.0,Wien Hbf,2026-02-27 09:17:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40424:0,ÖBB NJ 40424,0.0,Berlin Ostbahnhof,,2026-02-27 18:55:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40424:1,ÖBB NJ 40424,1.0,Berlin Hbf,2026-02-27 19:03:00,2026-02-27 19:08:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40424:2,ÖBB NJ 40424,2.0,Göttingen,2026-02-27 21:35:00,2026-02-27 21:37:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40424:3,ÖBB NJ 40424,3.0,Kassel-Wilhelmshöhe,2026-02-27 21:58:00,2026-02-27 22:08:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40424:4,ÖBB NJ 40424,4.0,Strasbourg,2026-02-27 04:54:00,2026-02-27 05:00:00,0.0,1.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40424:99,ÖBB NJ 40424,99.0,Paris Est,2026-02-27 09:38:00,,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40469:0,ÖBB NJ 40469,0.0,Paris Est,,2026-02-27 19:12:00,0.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40469:1,ÖBB NJ 40469,1.0,Strasbourg,2026-02-27 23:58:00,2026-02-27 00:01:00,1.0,0.0,,,,,,,,,,,,,,,,,,
ÖBB NJ 40469:2,ÖBB NJ 40469,2.0,Frankfurt (Main) Süd,2026-02-27 03:15:00,2026-02-27 03:19:00,0.0,0.0,,,,,,,,,,,,,,,,,,
